time,Locus_tag,name,COG_category,FC,sig,loc,res
7d,DLM_0157,dacB,M,1.648122513,,5,
7d,DLM_0158,grxC,O,-0.312458987,,10,
7d,DLM_0159,secB,U,-1.934969119,,12,
7d,DLM_0160,COG3807,S,-1.191744534,,14,
7d,DLM_0161,gpsA,C,-0.463217228,,4,
7d,DLM_0162,NA,,0.136477516,,15,
7d,DLM_0163,tpx,O,-0.208232657,,10,
7d,DLM_0164,NA,,-1.31841254,,15,
7d,DLM_0165,prmA,J,-1.417684201,,12,
7d,DLM_0166,accC,I,-1.354648,,9,
7d,DLM_0169,NA,,-2.17824027,,15,
7d,DLM_0170,queA,J,-1.542651696,Depleted,12,
7d,DLM_0171,COG3536,S,-0.50083152,,14,
7d,DLM_0173,rhtB,E,-0.664958677,,1,
7d,DLM_0174,COG3165,S,-1.020698993,,14,
7d,DLM_0175,aarF,R,-0.845720763,,13,
7d,DLM_0176,atoA,I,-0.204066257,,9,
7d,DLM_0177,atoD,I,-0.006205756,,9,
7d,DLM_0178,fabG,IQR,-0.157253687,,9,
7d,DLM_0179,gntT,GE,0.255463226,,6,
7d,DLM_0180,rocR,KT,0.538825767,,2,
7d,DLM_0181,COG0599,S,0.398237685,,14,
7d,DLM_0182,COG3737,S,0.685866828,,14,
7d,DLM_0183,COG0436,E,0.43818006,,1,
7d,DLM_0184,thrA,E,0.623287457,,1,
7d,DLM_0185,NA,,0.274756891,,15,
7d,DLM_0186,thrC,E,-1.114835592,,1,
7d,DLM_0187,flgA,NO,-4.298031585,Depleted,8,
7d,DLM_0188,flgM,KNU,-1.850773991,,2,
7d,DLM_0189,COG3418,NUO,-3.509424918,,8,
7d,DLM_0190,cbiB,H,0.680870037,,12,
7d,DLM_0191,srmB,LKJ,-0.318254139,,11,
7d,DLM_0192,COG1556,S,-0.158978367,,14,
7d,DLM_0193,COG1139,C,0.102574974,,4,
7d,DLM_0194,glpC,C,0.363918362,,4,
7d,DLM_0195,tar,T,0.199862065,,3,
7d,DLM_0196,NA,,-0.517502395,,15,
7d,DLM_0197,NA,,-0.191639109,,15,
7d,DLM_0199,NA,J,0.886967269,,12,
7d,DLM_0200,mMT1,P,0.831001883,,7,
7d,DLM_0201,glpM,R,-0.821061328,,13,
7d,DLM_0202,selA,E,0.954504424,,1,
7d,DLM_0203,NA,,0.561184115,,15,
7d,DLM_0204,COG2334,R,-0.095853142,,13,
7d,DLM_0205,cheY,T,0.103844306,,3,
7d,DLM_0206,cheB,NT,0.488516322,,8,
7d,DLM_0207,cheD,NT,0.198222584,,8,
7d,DLM_0208,cheW,NT,0.045436906,,8,
7d,DLM_0209,cheW,NT,-0.029917523,,8,
7d,DLM_0210,tar,NT,0.154171993,,8,
7d,DLM_0211,cheA,NT,-0.002509077,,8,
7d,DLM_0212,spoIIAA,T,0.174100677,,3,
7d,DLM_0213,cheY,T,1.050488949,,3,
7d,DLM_0214,NA,,0.204779409,,15,
7d,DLM_0215,fdhE,O,0.731339575,,10,
7d,DLM_0216,fdnI,C,0.836733494,,4,
7d,DLM_0217,hybA,C,1.183757464,,4,
7d,DLM_0218,bisC,C,0.939715795,,4,
7d,DLM_0219,fdhD,C,0.428201958,,4,
7d,DLM_0220,NA,,0.013248339,,15,
7d,DLM_0225,NA,,-0.305804406,,15,
7d,DLM_0226,serA,HE,0.570768005,,12,
7d,DLM_0227,nlpD,M,0.112145357,,5,
7d,DLM_0228,COG3369,S,-0.587739585,,14,
7d,DLM_0229,uup,R,-0.856796653,,13,
7d,DLM_0230,COG2839,S,0.262234971,,14,
7d,DLM_0231,ppk,P,1.367579297,,7,
7d,DLM_0232,COG2924,CO,-0.217251409,,4,
7d,DLM_0233,argA,E,0.27318138,,1,
7d,DLM_0235,COG4942,D,0.288480609,,12,
7d,DLM_0236,gpmI,G,-1.693918533,Depleted,6,Both
7d,DLM_0237,arsR,K,1.029346472,,2,
7d,DLM_0238,NA,,0.34121612,,15,
7d,DLM_0239,xseA,L,-0.062871432,,11,
7d,DLM_0245,COG1272,R,-0.639199391,,13,
7d,DLM_0246,COG3437,T,0.316046872,,3,
7d,DLM_0247,baeS,T,-0.404221586,,3,
7d,DLM_0248,rhaT,GER,0.250366341,,6,
7d,DLM_0249,COG0062,S,0.407348918,,14,
7d,DLM_0250,ubiX,H,0.382966108,,12,
7d,DLM_0251,COG1660,R,4.30544331,Enriched,13,
7d,DLM_0252,hprK,T,4.626570066,,3,
7d,DLM_0254,COG1544,J,-0.964115464,,12,
7d,DLM_0255,rpoN,K,-2.98369878,Depleted,2,Both
7d,DLM_0261,COG3273,S,0.382907048,,14,
7d,DLM_0262,asmA,M,0.121486051,,5,
7d,DLM_0263,sUL1,P,0.429383296,,7,
7d,DLM_0264,COG2957,E,0.599859949,,1,
7d,DLM_0265,lysR,K,0.819116664,,2,
7d,DLM_0266,gatA,J,2.569808908,Enriched,12,
7d,DLM_0267,NA,,-0.233844523,,15,
7d,DLM_0268,COG1733,K,0.194727812,,2,
7d,DLM_0269,nemA,C,0.280220617,,4,
7d,DLM_0270,COG1942,R,0.341871087,,13,
7d,DLM_0271,tas,C,-0.103439424,,4,
7d,DLM_0273,NA,,0.335786324,,15,
7d,DLM_0274,hflC,O,-0.105656077,,10,
7d,DLM_0275,hflC,O,-0.516264929,,10,
7d,DLM_0276,mntH,P,0.326868923,,7,
7d,DLM_0277,terC,P,0.514202152,,7,
7d,DLM_0278,NA,,0.19875478,,15,
7d,DLM_0279,serB,E,-0.13364113,,1,
7d,DLM_0280,potA,E,-0.048784506,,1,
7d,DLM_0281,potC,E,-0.054349382,,1,
7d,DLM_0282,COG4132,R,-0.118692501,,13,
7d,DLM_0283,afuA,P,-0.357135277,,7,
7d,DLM_0284,phnF,K,0.320886062,,2,
7d,DLM_0285,NA,,0.067656882,,15,
7d,DLM_0286,NA,,0.574206311,,15,
7d,DLM_0287,ansB,EJ,0.01178886,,1,
7d,DLM_0289,nadR,H,0.358869937,,12,
7d,DLM_0290,COG2501,S,0.942775131,,14,
7d,DLM_0291,NA,,-1.490184276,,15,
7d,DLM_0292,COG0613,R,0.153194911,,13,
7d,DLM_0293,sUA5,J,-0.10558789,,12,
7d,DLM_0294,spoIVFB,R,0.065105801,,13,
7d,DLM_0295,trpS,J,0.403666524,,12,
7d,DLM_0296,COG4874,S,0.547680624,,14,
7d,DLM_0297,lysR,K,4.125406916,,2,
7d,DLM_0298,scpA,S,0.257311092,,14,
7d,DLM_0299,scpB,K,-2.642187369,,2,
7d,DLM_0301,COG1051,F,0.346142637,,12,
7d,DLM_0302,COG0782,K,-0.579451614,,2,
7d,DLM_0303,marR,K,-0.526836699,,2,
7d,DLM_0304,aRO8,KE,-0.371510974,,2,
7d,DLM_0305,lysR,K,-0.108653107,,2,
7d,DLM_0306,minE,D,-1.22714987,,12,
7d,DLM_0309,NA,,-0.286470961,,15,
7d,DLM_0310,NA,,-0.287092411,,15,
7d,DLM_0311,gnd,G,0.383819269,,6,
7d,DLM_0312,lysR,K,0.027481273,,2,
7d,DLM_0313,NA,,-0.205616709,,15,
7d,DLM_0314,ppa,C,0.244354581,,4,
7d,DLM_0315,cAT5,H,-0.220723601,,12,
7d,DLM_0320,uvrC,L,-0.080178854,,11,
7d,DLM_0321,motA,N,0.272069056,,8,
7d,DLM_0322,fliA,K,-5.208664299,Depleted,2,
7d,DLM_0323,flhG,D,-5.212042978,,12,
7d,DLM_0324,flhF,N,-3.866735033,Depleted,8,Both
7d,DLM_0325,flhA,NU,-3.477008887,Depleted,8,Both
7d,DLM_0326,flhB,NU,-3.657021812,Depleted,8,Both
7d,DLM_0329,gntR,K,-0.283408869,,2,
7d,DLM_0330,ubiG,H,-0.411488946,,12,
7d,DLM_0332,rtn,T,5.536766123,Enriched,3,
7d,DLM_0333,NA,V,0.063655707,,12,
7d,DLM_0336,recD,L,0.093002444,,11,
7d,DLM_0337,COG0863,L,0.410220483,,11,
7d,DLM_0338,NA,,0.163689612,,15,
7d,DLM_0339,NA,H,0.185271425,,12,
7d,DLM_0340,NA,,0.566507202,,15,
7d,DLM_0341,NA,,0.355289112,,15,
7d,DLM_0342,COG2842,R,3.673609416,,13,
7d,DLM_0343,NA,,0.304493256,,15,
7d,DLM_0347,phnF,K,1.490365022,Enriched,2,
7d,DLM_0359,sucC,C,-0.973701513,,4,
7d,DLM_0360,sucD,C,-1.782810235,Depleted,4,
7d,DLM_0361,NA,,3.506689139,,15,
7d,DLM_0362,COG5608,S,-0.549505367,,14,
7d,DLM_0363,lysR,K,0.117245565,,2,
7d,DLM_0364,COG1380,R,0.133252373,,13,
7d,DLM_0365,lrgB,M,-0.589238489,,5,
7d,DLM_0366,NA,,-0.11059822,,15,
7d,DLM_0367,COG1607,I,0.294673042,,9,
7d,DLM_0368,rluA,J,0.209561672,,12,
7d,DLM_0369,COG3394,S,-1.33379243,,14,
7d,DLM_0370,COG2246,S,-1.685123485,,14,
7d,DLM_0371,wcaA,M,-1.064577535,,5,
7d,DLM_0372,arnT,M,-0.639851021,,5,
7d,DLM_0373,pTR2,E,-0.153235552,,1,
7d,DLM_0374,NA,,-0.451788897,,15,
7d,DLM_0375,tnaA,E,0.227400245,,1,
7d,DLM_0376,COG3126,S,0.797901502,,14,
7d,DLM_0377,COG3198,S,-0.333769561,,14,
7d,DLM_0378,napH,C,-0.477696254,,4,
7d,DLM_0379,cccA,C,-1.047090492,,4,
7d,DLM_0380,ccoQ,O,-1.248366356,,10,
7d,DLM_0381,ccoO,C,-1.002371536,,4,
7d,DLM_0382,ccoN,O,-0.617779994,,10,
7d,DLM_0383,COG3975,R,1.256794561,Enriched,13,
7d,DLM_0384,pepN,E,8.508488593,Enriched,1,3D7E
7d,DLM_0385,COG4757,R,0.299986203,,13,
7d,DLM_0386,eGL-9,O,0.206957592,,10,
7d,DLM_0387,aroC,E,1.386345716,Enriched,1,3D7E
7d,DLM_0388,COG3434,T,0.974527611,,3,
7d,DLM_0389,acpP,IQ,-0.269275346,,9,
7d,DLM_0390,fabB,IQ,0.344137694,,9,
7d,DLM_0391,alkB,L,0.276776058,,11,
7d,DLM_0392,ada,L,0.309038025,,11,
7d,DLM_0393,ompC,M,-0.100308375,,5,
7d,DLM_0394,NA,,-0.099045044,,15,
7d,DLM_0395,cbiM,P,-0.446035692,,7,
7d,DLM_0396,cbiN,P,-0.218278543,,7,
7d,DLM_0397,cbiQ,P,-0.091990287,,7,
7d,DLM_0398,cbiO,P,1.213004306,,7,
7d,DLM_0399,cirA,P,-0.130036859,,7,
7d,DLM_0400,tonB,M,0.776416745,,5,
7d,DLM_0401,tolQ,U,-0.372347786,,12,
7d,DLM_0403,NA,,0.637429921,,15,
7d,DLM_0404,NA,,-0.114775891,,15,
7d,DLM_0405,NA,,0.235640761,,15,
7d,DLM_0406,NA,,0.736353667,,15,
7d,DLM_0407,NA,,0.268197846,,15,
7d,DLM_0408,NA,,-0.166346591,,15,
7d,DLM_0409,COG1203,R,-0.066558258,,13,
7d,DLM_0410,COG1518,L,0.191825998,,11,
7d,DLM_0411,NA,,-0.208803578,,15,
7d,DLM_0412,NA,,-0.132390388,,15,
7d,DLM_0413,NA,,1.106701392,,15,
7d,DLM_0414,NA,,-0.253622081,,15,
7d,DLM_0415,NA,,0.183963523,,15,
7d,DLM_0417,COG0436,E,0.075977027,,1,
7d,DLM_0418,COG0637,R,0.213209714,,13,
7d,DLM_0419,soj,D,0.294409733,,12,
7d,DLM_0420,guaB,F,1.284976959,,12,
7d,DLM_0421,COG2732,K,0.285461786,,2,
7d,DLM_0422,NA,,0.74114127,,15,
7d,DLM_0423,murI,M,-0.320259275,,5,
7d,DLM_0424,mrp,D,0.195541202,,12,
7d,DLM_0425,araJ,G,0.017913709,,6,
7d,DLM_0426,metG,R,0.628562002,,13,
7d,DLM_0427,NA,,0.157694683,,15,
7d,DLM_0428,NA,,1.409187113,,15,
7d,DLM_0430,ldhA,CHR,-0.726251634,,4,
7d,DLM_0431,COG3022,S,-0.331058675,,14,
7d,DLM_0432,COG0384,R,0.000228491,,13,
7d,DLM_0433,dtd,J,0.75835056,,12,
7d,DLM_0434,COG4623,M,1.00484455,,5,
7d,DLM_0435,gloB,R,-0.101424673,,13,
7d,DLM_0436,ubiE,H,-3.389421299,,12,
7d,DLM_0443,gppA,FP,0.187639124,,12,
7d,DLM_0444,corA,P,0.138285543,,7,
7d,DLM_0445,copZ,P,-0.334957507,,7,
7d,DLM_0447,hisJ,ET,0.256751103,,1,
7d,DLM_0448,elaC,R,-0.173218164,,13,
7d,DLM_0449,hisM,E,0.603434105,,1,
7d,DLM_0450,hisM,E,0.478427339,,1,
7d,DLM_0451,hisJ,ET,-0.175781479,,1,
7d,DLM_0452,COG3639,P,0.877927346,,7,
7d,DLM_0453,COG3638,P,-0.723383452,,7,
7d,DLM_0454,phnD,P,0.403038561,,7,
7d,DLM_0456,ilvD,EG,0.297271089,,1,
7d,DLM_0457,gst,O,-0.225262761,,10,
7d,DLM_0458,NA,,1.121745272,,15,
7d,DLM_0459,NA,,-0.084446337,,15,
7d,DLM_0460,glyA,E,-1.327314032,,1,
7d,DLM_0461,COG1327,K,-0.944750139,,2,
7d,DLM_0463,NA,,0.344137694,,15,
7d,DLM_0464,COG2317,E,0.233407096,,1,
7d,DLM_0465,COG1639,T,0.356761869,,3,
7d,DLM_0466,mhpC,R,0.118142218,,13,
7d,DLM_0467,araC,K,0.825442772,,2,
7d,DLM_0468,COG3449,L,-0.205881253,,11,
7d,DLM_0469,COG0517,R,0.568894957,,13,
7d,DLM_0470,NA,,-0.023849921,,15,
7d,DLM_0471,uvrC,L,-0.102341536,,11,
7d,DLM_0472,pgsA,I,-1.379152964,,9,
7d,DLM_0478,fimA,NU,0.077977394,,8,
7d,DLM_0479,fimD,NU,2.768757622,,8,
7d,DLM_0481,fimA,NU,-0.337332788,,8,
7d,DLM_0482,fimA,NU,-0.276670006,,8,
7d,DLM_0483,NA,,0.201176148,,15,
7d,DLM_0484,tyrB,E,0.657700514,,1,
7d,DLM_0486,proQ,T,0.908827799,,3,
7d,DLM_0487,COG1929,G,0.329039981,,6,
7d,DLM_0488,kch,P,-0.094307438,,7,
7d,DLM_0489,cysK,E,0.060667637,,1,
7d,DLM_0490,NA,,0.41670632,,15,
7d,DLM_0491,COG3012,S,0.029372776,,14,
7d,DLM_0492,NA,,0.228044756,,15,
7d,DLM_0495,feoB,P,-0.430388069,,7,
7d,DLM_0496,pyrD,F,0.117231941,,12,
7d,DLM_0497,COG3384,S,0.334302194,,14,
7d,DLM_0498,NA,,-0.481848417,,15,
7d,DLM_0499,katG,P,-0.037440217,,7,
7d,DLM_0500,rdgC,L,-0.318588522,,11,
7d,DLM_0504,COG0702,MG,-0.309660167,,5,
7d,DLM_0505,NA,,0.794383291,,15,
7d,DLM_0506,fabG,IQR,-0.853084152,,9,
7d,DLM_0507,lysR,K,2.29552615,,2,
7d,DLM_0509,tolC,MU,-0.068113185,,5,
7d,DLM_0510,acrB,V,0.521952703,,12,
7d,DLM_0511,acrA,M,-0.135834703,,5,
7d,DLM_0512,lysR,K,-0.041289397,,2,
7d,DLM_0513,acrR,K,-0.078366134,,2,
7d,DLM_0514,putA,C,0.206760128,,4,
7d,DLM_0515,lysR,K,0.313612827,,2,
7d,DLM_0516,COG1979,C,-0.054411683,,4,
7d,DLM_0517,fabG,IQR,0.135955631,,9,
7d,DLM_0518,wcaG,MG,-0.113037521,,5,
7d,DLM_0519,proP,GEPR,0.485312167,,6,
7d,DLM_0521,paaJ,I,-0.375686334,,9,
7d,DLM_0522,araJ,G,-0.363681555,,6,
7d,DLM_0523,COG4221,R,-0.170009234,,13,
7d,DLM_0524,dltE,M,-0.106319418,,5,
7d,DLM_0525,mhpC,R,-0.0089697,,13,
7d,DLM_0526,COG1733,K,0.668099319,,2,
7d,DLM_0527,NA,,-0.735296774,,15,
7d,DLM_0528,NA,V,0.058872196,,12,
7d,DLM_0529,acrA,M,-0.115701333,,5,
7d,DLM_0530,acrR,K,0.338571988,,2,
7d,DLM_0531,tolC,MU,0.300799025,,5,
7d,DLM_0532,NA,,-0.127614197,,15,
7d,DLM_0533,COG2930,S,0.011313539,,14,
7d,DLM_0534,cfa,M,0.117724156,,5,
7d,DLM_0536,COG3237,S,-0.817445815,,14,
7d,DLM_0537,NA,,-0.555002799,,15,
7d,DLM_0538,NA,,0.580205052,,15,
7d,DLM_0539,NA,,0.133226737,,15,
7d,DLM_0540,NA,,-0.039946877,,15,
7d,DLM_0541,COG0599,S,0.365685474,,14,
7d,DLM_0542,lysR,K,0.539810464,,2,
7d,DLM_0543,slpA,O,0.1009568,,10,
7d,DLM_0544,lrp,K,0.961851351,,2,
7d,DLM_0545,NA,,0.594573342,,15,
7d,DLM_0546,NA,V,0.592399298,,12,
7d,DLM_0547,acrA,M,0.356136053,,5,
7d,DLM_0548,tolC,MU,-0.250357261,,5,
7d,DLM_0549,COG3226,S,-0.41861894,,14,
7d,DLM_0550,aCH1,C,0.383499274,,4,
7d,DLM_0551,mviM,R,0.654702002,,13,
7d,DLM_0552,mviM,R,-0.358324706,,13,
7d,DLM_0553,COG4130,G,0.092490048,,6,
7d,DLM_0554,COG3962,E,-0.024035562,,1,
7d,DLM_0555,iolE,G,-0.059627359,,6,
7d,DLM_0556,rbsB,G,0.237181372,,6,
7d,DLM_0557,mglA,G,0.084344223,,6,
7d,DLM_0558,araH,G,0.069821947,,6,
7d,DLM_0559,rpiR,K,-0.131789873,,2,
7d,DLM_0560,rbsK,G,0.069152417,,6,
7d,DLM_0561,iolE,G,0.099193208,,6,
7d,DLM_0562,iolB,G,-0.598898666,,6,
7d,DLM_0563,putA,C,-0.740572851,,4,
7d,DLM_0564,dedD,S,-0.925121333,,14,
7d,DLM_0565,ndk,F,1.994174284,,12,
7d,DLM_0566,COG0820,R,-0.580786825,,13,
7d,DLM_0567,pilF,NU,-0.928710128,,8,
7d,DLM_0575,hflX,R,-0.313456389,,13,
7d,DLM_0576,hflC,O,-0.655748882,,10,
7d,DLM_0577,hflC,O,-1.2174997,,10,
7d,DLM_0579,purA,F,0.113393903,,12,
7d,DLM_0580,mviM,R,-0.265481165,,13,
7d,DLM_0581,COG4702,S,-0.183957496,,14,
7d,DLM_0582,mauG,P,-0.047633026,,7,
7d,DLM_0583,plcC,M,0.128507084,,5,
7d,DLM_0584,araJ,G,0.157222095,,6,
7d,DLM_0588,vacB,K,-1.000680597,Depleted,2,
7d,DLM_0594,baeS,T,0.280018165,,3,
7d,DLM_0595,NA,,-0.499504904,,15,
7d,DLM_0596,atoC,T,-0.416090979,,3,
7d,DLM_0598,dsrE,P,-0.439998519,,7,
7d,DLM_0599,putA,E,-0.250617418,,1,
7d,DLM_0600,livK,E,-0.610823199,,1,
7d,DLM_0601,NA,,-0.160729444,,15,
7d,DLM_0602,COG3313,R,-0.109271616,,13,
7d,DLM_0603,COG3608,R,0.003584044,,13,
7d,DLM_0604,arcB,T,0.230793009,,3,
7d,DLM_0605,COG1853,R,0.050369943,,13,
7d,DLM_0606,caiA,I,0.302131633,,9,
7d,DLM_0607,ompC,M,-0.125487895,,5,
7d,DLM_0608,uhpC,G,-0.260072268,,6,
7d,DLM_0609,NA,,-0.497535604,,15,
7d,DLM_0610,hpcH,G,0.006085988,,6,
7d,DLM_0611,COG3971,Q,-0.443116022,,12,
7d,DLM_0612,putA,C,3.883373503,,4,
7d,DLM_0613,araJ,G,-0.653166077,,6,
7d,DLM_0614,hpaF,E,0.076041662,,1,
7d,DLM_0615,COG3384,S,-0.055577016,,14,
7d,DLM_0616,putA,C,0.00525418,,4,
7d,DLM_0617,mhpD,Q,0.170934496,,12,
7d,DLM_0618,mhpD,Q,-0.077124426,,12,
7d,DLM_0619,COG1917,S,-0.021659509,,14,
7d,DLM_0620,araC,K,1.190684647,,2,
7d,DLM_0622,putA,C,-0.237275313,,4,
7d,DLM_0623,bioA,H,0.130414026,,12,
7d,DLM_0624,citB,TK,0.939772643,,3,
7d,DLM_0625,potE,E,0.028872044,,1,
7d,DLM_0626,NA,,-0.231197735,,15,
7d,DLM_0627,marR,K,0.485093295,,2,
7d,DLM_0628,fabG,IQR,-0.028078523,,9,
7d,DLM_0629,fabG,IQR,-0.350006618,,9,
7d,DLM_0630,NA,,-0.048713369,,15,
7d,DLM_0632,NA,,-0.149386815,,15,
7d,DLM_0633,oppA,E,-0.175159781,,1,
7d,DLM_0634,COG4174,R,0.018502457,,13,
7d,DLM_0635,COG4239,R,-0.316299088,,13,
7d,DLM_0636,COG4172,R,-0.09383964,,13,
7d,DLM_0639,COG2860,S,0.08872918,,14,
7d,DLM_0640,mutT,LR,0.770459582,,11,
7d,DLM_0641,COG2199,T,0.940266994,,3,
7d,DLM_0642,nadC,H,-3.588606329,,12,
7d,DLM_0643,COG3235,S,0.247989353,,14,
7d,DLM_0644,COG3686,S,-0.073567719,,14,
7d,DLM_0645,COG1011,R,1.039204894,,13,
7d,DLM_0646,murB,M,1.504654019,,5,
7d,DLM_0648,NA,,-0.084170017,,15,
7d,DLM_0652,COG1428,F,-0.16811846,,12,
7d,DLM_0655,panD,H,-0.714102552,,12,
7d,DLM_0656,COG3791,S,-0.943985393,,14,
7d,DLM_0657,menG,H,0.079827883,,12,
7d,DLM_0658,degQ,O,-0.057224869,,10,
7d,DLM_0659,nth,L,0.22756898,,11,
7d,DLM_0660,NA,,0.180054901,,15,
7d,DLM_0661,rnfC,C,-0.037935698,,4,
7d,DLM_0662,COG2878,C,0.066733022,,4,
7d,DLM_0663,NA,,-0.313745968,,15,
7d,DLM_0664,COG2905,T,0.229142605,,3,
7d,DLM_0666,COG3781,S,-0.287691412,,14,
7d,DLM_0667,acs,I,-2.057224869,Depleted,9,Both
7d,DLM_0668,dhlC,R,-2.318110808,Depleted,13,Both
7d,DLM_0669,COG3162,S,-2.452432017,Depleted,14,
7d,DLM_0670,lysR,K,-2.350006618,,2,
7d,DLM_0671,NA,,-0.122609178,,15,
7d,DLM_0672,COG0397,S,-0.426176599,,14,
7d,DLM_0673,COG4948,MR,0.546846455,,5,
7d,DLM_0674,tdh,ER,-0.10368418,,1,
7d,DLM_0675,uhpC,G,-0.4755375,,6,
7d,DLM_0676,mtlD,G,0.002465984,,6,
7d,DLM_0677,gntR,K,0.367878674,,2,
7d,DLM_0678,lldP,C,0.100437445,,4,
7d,DLM_0679,tar,NT,-0.119840338,,8,
7d,DLM_0681,ppiB,O,0.909022311,,10,
7d,DLM_0682,ppiB,O,0.716915733,,10,
7d,DLM_0683,COG2326,S,0.915068202,,14,
7d,DLM_0684,sUL1,P,0.282850573,,7,
7d,DLM_0685,COG2206,T,0.411044197,,3,
7d,DLM_0686,COG1032,C,0.125215958,,4,
7d,DLM_0687,NA,,-0.661296192,,15,
7d,DLM_0688,NA,,0.627365979,,15,
7d,DLM_0690,pfkA,G,-0.508673847,,6,
7d,DLM_0693,arnT,M,-0.457372406,,5,
7d,DLM_0694,NA,,0.519563701,,15,
7d,DLM_0695,acs,I,0.818590351,,9,
7d,DLM_0696,leuA,E,-0.621795581,,1,
7d,DLM_0697,COG4770,I,-1.215825207,,9,
7d,DLM_0698,caiD,I,-0.705912967,,9,
7d,DLM_0699,COG4799,I,-0.120803664,,9,
7d,DLM_0700,caiA,I,0.267859419,,9,
7d,DLM_0702,caiC,IQ,0.141539816,,9,
7d,DLM_0703,COG3318,R,0.034809636,,13,
7d,DLM_0704,lysR,K,-0.094045142,,2,
7d,DLM_0705,COG4948,MR,0.186052378,,5,
7d,DLM_0706,COG3254,S,0.477270762,,14,
7d,DLM_0707,COG3618,R,0.127138531,,13,
7d,DLM_0708,NA,,-0.048600296,,15,
7d,DLM_0709,fabG,IQR,0.158036716,,9,
7d,DLM_0710,hpcH,G,0.25552175,,6,
7d,DLM_0711,putA,C,0.245468921,,4,
7d,DLM_0712,caiA,I,-0.005548834,,9,
7d,DLM_0713,COG3216,S,0.668245087,,14,
7d,DLM_0714,mutT,LR,-0.066213652,,11,
7d,DLM_0715,NA,,0.282850573,,15,
7d,DLM_0716,prkA,T,6.6447274,Enriched,3,
7d,DLM_0717,COG2718,S,6.645287779,Enriched,14,
7d,DLM_0718,spoVR,S,6.683758998,Enriched,14,3D7E
7d,DLM_0721,fur,P,-0.000208467,,7,
7d,DLM_0722,aat,O,0.070164259,,10,
7d,DLM_0723,COG2935,O,0.07127997,,10,
7d,DLM_0724,slyB,M,-0.330243363,,5,
7d,DLM_0725,pyrD,F,0.042310805,,12,
7d,DLM_0726,nfnB,C,-0.075146777,,4,
7d,DLM_0727,motB,N,-0.918301602,,8,
7d,DLM_0728,sppA,OU,0.016326485,,10,
7d,DLM_0729,nirD,PR,1.532399009,Enriched,7,
7d,DLM_0730,gph,R,1.377177955,,13,
7d,DLM_0731,rluA,J,1.008842853,Enriched,12,
7d,DLM_0732,cafA,J,-1.557727016,,12,
7d,DLM_0734,lysR,K,0.021000299,,2,
7d,DLM_0735,potD,E,0.143109475,,1,
7d,DLM_0736,potA,E,-0.33585613,,1,
7d,DLM_0737,potB,E,0.053109045,,1,
7d,DLM_0738,potC,E,-0.266678234,,1,
7d,DLM_0739,putA,C,-0.200677659,,4,
7d,DLM_0740,NA,,1.002896124,,15,
7d,DLM_0741,arpD,R,0.0274552,,13,
7d,DLM_0742,emrA,V,0.238073386,,12,
7d,DLM_0743,tolC,MU,0.617394023,,5,
7d,DLM_0744,NA,,0.039029647,,15,
7d,DLM_0745,NA,,-0.273320052,,15,
7d,DLM_0746,trmA,J,0.019689759,,12,
7d,DLM_0748,erfK,S,-0.067493204,,14,
7d,DLM_0749,hslV,O,0.133132033,,10,
7d,DLM_0750,COG1281,O,-0.081767053,,10,
7d,DLM_0751,NA,,0.263201201,,15,
7d,DLM_0752,potD,E,-0.104825101,,1,
7d,DLM_0753,NA,,0.235944233,,15,
7d,DLM_0754,COG1956,T,-0.893148943,,3,
7d,DLM_0756,NA,,0.510528342,,15,
7d,DLM_0760,NA,,0.449873184,,15,
7d,DLM_0761,NA,,1.370636671,,15,
7d,DLM_0762,COG2842,R,-0.240362386,,13,
7d,DLM_0763,NA,,-0.697525431,,15,
7d,DLM_0768,NA,,-0.570132432,,15,
7d,DLM_0769,NA,,0.327492179,,15,
7d,DLM_0771,NA,,1.328345722,,15,
7d,DLM_0773,NA,,0.341510818,,15,
7d,DLM_0774,ampD,V,0.258276957,,12,
7d,DLM_0776,NA,,-0.986384628,,15,
7d,DLM_0782,COG4383,S,0.107161949,,14,
7d,DLM_0783,COG2369,S,-0.846805089,,14,
7d,DLM_0786,NA,,0.000595786,,15,
7d,DLM_0788,dam,L,-0.239290433,,11,
7d,DLM_0789,COG4387,S,-0.330455042,,14,
7d,DLM_0790,NA,,-0.50083152,,15,
7d,DLM_0792,NA,,-0.302557273,,15,
7d,DLM_0794,COG3941,R,0.256752963,,13,
7d,DLM_0801,NA,,-0.139796819,,15,
7d,DLM_0805,NA,,0.961619668,,15,
7d,DLM_0806,eRG9,I,0.145023274,,9,
7d,DLM_0807,eRG9,I,0.295438578,,9,
7d,DLM_0808,COG2907,R,-0.363327996,,13,
7d,DLM_0809,fabG,IQR,-0.921523588,,9,
7d,DLM_0810,NA,,-0.282955575,,15,
7d,DLM_0811,sms,O,-0.546134132,,10,
7d,DLM_0812,rpoE,K,0.279810119,,2,
7d,DLM_0813,NA,,0.337459569,,15,
7d,DLM_0814,COG4378,S,-0.543972241,,14,
7d,DLM_0815,pulD,NU,0.23738262,,8,
7d,DLM_0816,aarF,R,0.355946272,,13,
7d,DLM_0817,spr,M,1.809864719,,5,
7d,DLM_0821,mscK,M,9.10084836,Enriched,5,
7d,DLM_0822,ttrR,T,9.572896188,,3,
7d,DLM_0823,mutT,LR,9.382376501,Enriched,11,
